from,to,action
"K19951","H01657",unknown
"K19873","H00593",unknown
"K05140","H01360","polymorphism"
"K00721","H00118",unknown
"K24354","H02348",unknown
"K08860","H00766",unknown
"K19937","H00797",unknown
"K09069","H02083",unknown
"K14624","H01563","resistance"
"K01834","H00069",unknown
"K08601","H00829",unknown
"K01431","H00200",unknown
"K05502","H00506",unknown
"K01530","H02193",unknown
"K13909","H00079",unknown
"K15603","H00960",unknown
"K14480","H01649",unknown
"K14703","H00605",unknown
"K13990","H01262",unknown
"K12474","H02505",unknown
"K09313","H00606",unknown
"K05175","H00606",unknown
"K17399","H02308",unknown
"K03882","H00473",unknown
"K03984","H01714",unknown
"K07827","H00046","mutation"
"K23574","H00604",unknown
"K04979","H01263",unknown
"K13356","H02100",unknown
"K14439","H02295",unknown
"K16912","H02267",unknown
"K00555","H00768",unknown
"K07827","H00020","mutation"
"K24359","H02172",unknown
"K13133","H02470",unknown
"K23310","H01915",unknown
"K05461","H00604",unknown
"K05405","H01479",unknown
"K04528","H01600",unknown
"K05093","H00458",unknown
"K22733","H00734",unknown
"K08118","H02187",unknown
"K23093","H00793",unknown
"K05094","H00505",unknown
"K23380","H01207",unknown
"K00654","H00265",unknown
"K10175","H00107",unknown
"K23332","H02187",unknown
"K10175","H01525",unknown
"K05645","H00056",unknown
"K15414","H00891",unknown
"K05083","H01554","overexpression"
"K05120","H00535",unknown
"K11112","H00921",unknown
"K04143","H02106",unknown
"K10789","H00101",unknown
"K03106","H00100",unknown
"K05619","H00734",unknown
"K11649","H01403",unknown
"K10297","H02463",unknown
"K24309","H02410","mutation"
"K08547","H01378",unknown
"K24068","H02321",unknown
"K12641","H00590",unknown
"K05872","H00007","mutation"
"K04834","H02362",unknown
"K05166","H01109",unknown
"K11205","H01730",unknown
"K10360","H02123",unknown
"K18273","H00605",unknown
"K02212","H00094",unknown
"K12642","H00293","mutation"
"K02925","H00294",unknown
"K04365","H02425","mutation"
"K04927","H00806",unknown
"K02132","H00891",unknown
"K08425","H02106",unknown
"K13145","H02470",unknown
"K18273","H01705",unknown
"K23541","H00119",unknown
"K19872","H01957",unknown
"K10732","H00093",unknown
"K02435","H00891",unknown
"K08829","H00527",unknown
"K07843","H01431",unknown
"K08734","H00018","methylation"
"K01514","H02461",unknown
"K18438","H02388",unknown
"K06765","H00017",unknown
"K13339","H01342",unknown
"K11097","H00786",unknown
"K22045","H02463",unknown
"K00031","H01225",unknown
"K11306","H01794",unknown
"K08328","H00481",unknown
"K07832","H01738",unknown
"K17943","H00063",unknown
"K14020","H01202",unknown
"K02353","H00485",unknown
"K00966","H01959",unknown
"K17682","H02086",unknown
"K05443","H01359","polymorphism"
"K05863","H00469",unknown
"K04361","H00042","amplification, mutation, overexpression"
"K03160","H00093",unknown
"K21635","H00593",unknown
"K05097","H00535",unknown
"K24069","H00481",unknown
"K22383","H00088",unknown
"K15105","H01305",unknown
"K19519","H00951",unknown
"K00249","H00525",unknown
"K20051","H00770",unknown
"K04671","H01866",unknown
"K13526","H00057",unknown
"K06255","H00493",unknown
"K04496","H01773",unknown
"K08560","H02316",unknown
"K19868","H00564",unknown
"K14864","H00480",unknown
"K10843","H00403",unknown
"K04510","H00979",unknown
"K04437","H01740",unknown
"K18487","H02199",unknown
"K09171","H01834",unknown
"K11990","H00607",unknown
"K01092","H00768",unknown
"K08028","H01174",unknown
"K14700","H02145",unknown
"K09266","H00607",unknown
"K19407","H02301","mutation"
"K05361","H01825",unknown
"K06238","H01341",unknown
"K22287","H01635",unknown
"K10602","H01994",unknown
"K19348","H00537",unknown
"K11375","H00635",unknown
"K04536","H00773",unknown
"K21032","H00120",unknown
"K08775","H01554","mutation"
"K05684","H02505",unknown
"K04852","H00606",unknown
"K01948","H01398",unknown
"K17622","H00294",unknown
"K06626","H00055","amplification"
"K00760","H00194",unknown
"K04707","H02541",unknown
"K10523","H02460",unknown
"K05294","H00768",unknown
"K04836","H00606",unknown
"K10180","H00517",unknown
"K19415","H00658",unknown
"K18263","H00783",unknown
"K02105","H01667","mutation"
"K10270","H00469",unknown
"K09666","H01959",unknown
"K21841","H01815",unknown
"K23436","H00960",unknown
"K08374","H00255",unknown
"K05057","H01217",unknown
"K01874","H02124",unknown
"K02833","H01666","mutation"
"K09407","H01181",unknown
"K23100","H00211",unknown
"K07370","H00085",unknown
"K23961","H00773",unknown
"K06233","H00886",unknown
"K00750","H01762",unknown
"K04729","H02424","mutation"
"K11126","H01299",unknown
"K16143","H00080",unknown
"K09452","H00606",unknown
"K04842","H01391",unknown
"K17356","H00036","amplification"
"K06770","H02357",unknown
"K04192","H01563","rapid progression"
"K19511","H01159",unknown
"K06114","H00230",unknown
"K09260","H01742",unknown
"K14233","H01347",unknown
"K12800","H00282",unknown
"K08045","H02389",unknown
"K06671","H00267",unknown
"K16684","H00015","mutation"
"K11703","H00877",unknown
"K06247","H02501",unknown
"K22068","H00898",unknown
"K23499","H00891",unknown
"K05261","H01593","polymorphism"
"K08423","H01618","duplication"
"K12347","H00342",unknown
"K00693","H01950",unknown
"K23932","H00063",unknown
"K20306","H00768",unknown
"K14341","H01935",unknown
"K08758","H00155",unknown
"K19387","H00419",unknown
"K20051","H00486",unknown
"K04007","H01434",unknown
"K03878","H00473",unknown
"K04824","H00243",unknown
"K14365","H00563",unknown
"K11126","H00003","mutation"
"K21913","H00698",unknown
"K09073","H00512",unknown
"K19902","H00770",unknown
"K03989","H01649",unknown
"K18622","H01097",unknown
"K03991","H00105",unknown
"K05058","H00462",unknown
"K01357","H00625",unknown
"K03983","H00983",unknown
"K03137","H00866",unknown
"K23327","H00679",unknown
"K18643","H00268",unknown
"K10154","H01927",unknown
"K19348","H00261",unknown
"K06664","H00205",unknown
"K18207","H02307",unknown
"K19625","H00527",unknown
"K11101","H00895",unknown
"K03020","H00610",unknown
"K04648","H00856",unknown
"K11797","H02463",unknown
"K08367","H01481",unknown
"K10608","H01289",unknown
"K16487","H00269",unknown
"K04358","H02286",unknown
"K07375","H01579",unknown
"K19721","H02300",unknown
"K05641","H00930",unknown
"K11494","H02289",unknown
"K21765","H00530",unknown
"K04953","H00819",unknown
"K09357","H01202",unknown
"K21436","H02327",unknown
"K24298","H01282",unknown
"K10356","H00916",unknown
"K01077","H00213",unknown
"K01749","H01763",unknown
"K18806","H00263",unknown
"K06261","H02093",unknown
"K18262","H02110",unknown
"K17398","H02411","mutation"
"K01513","H02139",unknown
"K13878","H02078",unknown
"K09298","H01095",unknown
"K10706","H00848",unknown
"K04584","H00254",unknown
"K24209","H01209",unknown
"K05061","H02410","mutation"
"K00161","H00072",unknown
"K10605","H02531",unknown
"K24769","H02463",unknown
"K19528","H00890",unknown
"K14683","H02138",unknown
"K16835","H01199",unknown
"K05121","H02044",unknown
"K09064","H01810",unknown
"K21031","H01959",unknown
"K09204","H00917",unknown
"K17271","H00266",unknown
"K07828","H02410","mutation"
"K06752","H00083","polymorphism"
"K04824","H00892",unknown
"K14619","H01190",unknown
"K19675","H00529",unknown
"K07827","H00047","mutation"
"K22428","H00214",unknown
"K23342","H00811",unknown
"K19016","H00814",unknown
"K05083","H00026","amplification"
"K04501","H02102",unknown
"K00253","H00173",unknown
"K22422","H02132",unknown
"K04498","H01613","mutation"
"K03984","H01103",unknown
"K04685","H00036","mutation"
"K02150","H00557",unknown
"K05733","H00480",unknown
"K10140","H00403",unknown
"K04437","H02064",unknown
"K00871","H00069",unknown
"K04825","H01633",unknown
"K10777","H00094",unknown
"K01679","H02004",unknown
"K06464","H00099",unknown
"K07765","H00506",unknown
"K07360","H02540",unknown
"K02999","H01376",unknown
"K00627","H01999",unknown
"K03454","H00897",unknown
"K04950","H00971",unknown
"K22937","H02021",unknown
"K06528","H00150",unknown
"K16302","H01210",unknown
"K17523","H01649",unknown
"K07375","H00837",unknown
"K01758","H00182",unknown
"K24481","H00935",unknown
"K07818","H02418",unknown
"K04451","H00015","inactivation"
"K02262","H00068",unknown
"K24038","H00987",unknown
"K06126","H00999",unknown
"K25226","H00527",unknown
"K04658","H00482",unknown
"K18266","H00264",unknown
"K03239","H00869",unknown
"K06972","H01891",unknown
"K06013","H00663",unknown
"K04986","H00542",unknown
"K06238","H01340",unknown
"K23882","H00854",unknown
"K14302","H00269",unknown
"K04973","H02184",unknown
"K00382","H00072",unknown
"K12320","H01174",unknown
"K08539","H01143",unknown
"K23552","H01488",unknown
"K06550","H01034",unknown
"K09168","H02471",unknown
"K03240","H00869",unknown
"K08009","H01167","Chronic granulomatous disease"
"K04850","H00720",unknown
"K05038","H00769",unknown
"K12669","H00768",unknown
"K12041","H01914",unknown
"K23217","H00922",unknown
"K04147","H01450","polymorphism"
"K01883","H00891",unknown
"K05637","H00593",unknown
"K13050","H00155",unknown
"K04972","H02517",unknown
"K16488","H00537",unknown
"K17114","H00604",unknown
"K21917","H00810",unknown
"K19531","H00917",unknown
"K10867","H01132",unknown
"K03989","H00102",unknown
"K19495","H00409","polymorphism"
"K05483","H01656",unknown
"K08557","H02175",unknown
"K06450","H00091",unknown
"K04451","H02434","mutation"
"K18264","H02288",unknown
"K14320","H00257",unknown
"K01380","H00541",unknown
"K01328","H00941",unknown
"K17680","H02095",unknown
"K03936","H01354",unknown
"K04824","H00242",unknown
"K16499","H02487",unknown
"K05460","H00048","overexpression"
"K11353","H00473",unknown
"K06621","H01463","mutation,deletion"
"K12373","H02017",unknown
"K24501","H02434","mutation/deletion"
"K08023","H00904",unknown
"K12968","H00290",unknown
"K19937","H00792",unknown
"K19946","H00058",unknown
"K19408","H01827",unknown
"K04817","H00770",unknown
"K00412","H01347",unknown
"K07818","H01132",unknown
"K04675","H00430","polymorphism"
"K21066","H00527",unknown
"K21456","H02312",unknown
"K08631","H00673",unknown
"K03544","H00201",unknown
"K23735","H02518",unknown
"K05150","H00088",unknown
"K05850","H01603",unknown
"K04996","H00215",unknown
"K19608","H01376",unknown
"K14574","H00439",unknown
"K12321","H00481",unknown
"K09610","H00811",unknown
"K10403","H01494",unknown
"K23949","H02524",unknown
"K04451","H00022","inactivating mutation or deletion"
"K11471","H01481",unknown
"K05156","H00615",unknown
"K10067","H01299",unknown
"K15445","H01923",unknown
"K22028","H00698",unknown
"K05437","H01360","polymorphism"
"K21841","H00606",unknown
"K06115","H01810",unknown
"K06269","H00523",unknown
"K06643","H01667","amplification"
"K09396","H00620",unknown
"K04632","H01102",unknown
"K04727","H00891",unknown
"K05047","H02106",unknown
"K19827","H00268",unknown
"K07363","H00107",unknown
"K06792","H00448",unknown
"K14342","H01016",unknown
"K01137","H00130",unknown
"K01358","H02095",unknown
"K17338","H00856",unknown
"K03911","H01381",unknown
"K14301","H00599",unknown
"K07611","H00269",unknown
"K08057","H01605",unknown
"K17780","H01201",unknown
"K01409","H01722",unknown
"K04344","H00775",unknown
"K09539","H00754",unknown
"K04131","H02129",unknown
"K19873","H01959",unknown
"K07515","H01352",unknown
"K19927","H01897",unknown
"K00254","H01376",unknown
"K05858","H01815",unknown
"K12959","H02182",unknown
"K24086","H01439",unknown
"K16542","H00269",unknown
"K06237","H00877",unknown
"K01513","H00431",unknown
"K01192","H00422",unknown
"K10605","H00238",unknown
"K16068","H00606",unknown
"K23531","H00605",unknown
"K08876","H01891",unknown
"K01866","H00898",unknown
"K24032","H01816",unknown
"K09345","H00250",unknown
"K08555","H00243",unknown
"K11067","H01032",unknown
"K14360","H00624",unknown
"K05425","H00089",unknown
"K01885","H00891",unknown
"K24419","H01439",unknown
"K04585","H00495",unknown
"K13511","H00654",unknown
"K21841","H00604",unknown
"K04837","H01780",unknown
"K02184","H00768",unknown
"K02427","H00469",unknown
"K23407","H00294",unknown
"K11100","H00478",unknown
"K09658","H00118",unknown
"K04662","H00516",unknown
"K09298","H00460",unknown
"K03966","H00473",unknown
"K06103","H01921",unknown
"K23281","H00950",unknown
"K00542","H00849",unknown
"K06621","H00014","mutation"
"K05082","H01612",unknown
"K00236","H01591",unknown
"K22410","H00294",unknown
"K00548","H00262",unknown
"K24273","H02410","mutation"
"K04355","H01703","polymorphism"
"K08956","H00063",unknown
"K17610","H01351",unknown
"K04671","H01619",unknown
"K08036","H00410",unknown
"K06051","H00517",unknown
"K07604","H02265",unknown
"K12557","H00811",unknown
"K05481","H00084","polymorphism"
"K06229","H01556","mutation"
"K06813","H00605",unknown
"K15271","H00627",unknown
"K22869","H00511",unknown
"K22765","H00530",unknown
"K12313","H01630",unknown
"K12394","H02220",unknown
"K08560","H00607",unknown
"K12386","H00275",unknown
"K04388","H00017",unknown
"K19601","H00527",unknown
"K07625","H00604",unknown
"K21031","H02307",unknown
"K20296","H00897",unknown
"K19284","H00615",unknown
"K04376","H00024","translocation"
"K20180","H00831",unknown
"K09267","H00598",unknown
"K15592","H00035","translocation"
"K02256","H00068",unknown
"K05408","H01563","resistance"
"K00164","H02006",unknown
"K00106","H00192",unknown
"K12641","H00601",unknown
"K05706","H00759",unknown
"K10773","H01025",unknown
"K05437","H01457","polymophism"
"K06843","H01287",unknown
"K07621","H00706",unknown
"K00889","H00865",unknown
"K00513","H00216",unknown
"K08011","H00098",unknown
"K00088","H00527",unknown
"K10136","H00710",unknown
"K08636","H00214",unknown
"K06453","H00091",unknown
"K09993","H02319",unknown
"K04959","H02281",unknown
"K05547","H00250",unknown
"K04429","H02463",unknown
"K20184","H01891",unknown
"K08057","H01612","mutation"
"K23088","H01027",unknown
"K04677","H00554",unknown
"K18024","H00408","polymorphism"
"K03936","H00473",unknown
"K05094","H00023",unknown
"K12459","H01612",unknown
"K03860","H00606",unknown
"K14213","H01119",unknown
"K06238","H01358","polymorphism"
"K05646","H00733",unknown
"K16797","H02332",unknown
"K19755","H00564",unknown
"K03989","H00080",unknown
"K00288","H00262",unknown
"K04850","H00728",unknown
"K10359","H00605",unknown
"K00953","H02527",unknown
"K22128","H00535",unknown
"K05048","H00905",unknown
"K23368","H02349",unknown
"K15616","H00453",unknown
"K06115","H00231",unknown
"K00898","H00264",unknown
"K14437","H00556",unknown
"K03680","H00869",unknown
"K04845","H00728",unknown
"K09654","H00120",unknown
"K24788","H00266",unknown
"K08573","H00593",unknown
"K07828","H00108",unknown
"K23404","H02280",unknown
"K16669","H02169",unknown
"K05099","H01985","mutation"
"K06230","H00502",unknown
"K01874","H00891",unknown
"K04453","H01510","mutation"
"K13376","H00800",unknown
"K11422","H02463",unknown
"K04451","H00014","mutation/deletion"
"K16579","H00268",unknown
"K04391","H00079",unknown
"K08533","H00808",unknown
"K17751","H00656",unknown
"K01852","H00786",unknown
"K00966","H00593",unknown
"K00281","H00191",unknown
"K18267","H00698",unknown
"K09336","H01027",unknown
"K16059","H02259",unknown
"K02967","H00891",unknown
"K19513","H00408","polymorphism"
"K04833","H00775",unknown
"K23600","H00058",unknown
"K06734","H00174",unknown
"K05436","H01361","polymorphism"
"K12314","H00292",unknown
"K24418","H00768",unknown
"K07828","H01481",unknown
"K24274","H00619",unknown
"K05210","H00773",unknown
"K05858","H01884",unknown
"K01110","H00029","mutation"
"K14702","H00605",unknown
"K00542","H00834",unknown
"K16744","H00261",unknown
"K09069","H01932",unknown
"K11447","H00570",unknown
"K04837","H00215",unknown
"K23314","H00507",unknown
"K10380","H00768",unknown
"K24980","H02534",unknown
"K09448","H01180",unknown
"K01866","H00264",unknown
"K05859","H01743",unknown
"K05641","H00159",unknown
"K22534","H01902",unknown
"K16791","H01621",unknown
"K16617","H00770",unknown
"K24675","H02535",unknown
"K19970","H00824",unknown
"K07623","H00710",unknown
"K08043","H02106",unknown
"K01195","H00421",unknown
"K05687","H00057",unknown
"K09436","H00035","translocation"
"K18024","H00630",unknown
"K17547","H00120",unknown
"K10381","H00293","mutation"
"K06621","H00036","mutation"
"K05644","H00527",unknown
"K07299","H00232",unknown
"K19671","H00751",unknown
"K09523","H02430",unknown
"K08784","H00821",unknown
"K13624","H02206",unknown
"K23560","H00908",unknown
"K20474","H01367",unknown
"K04687","H00342",unknown
"K00904","H00469",unknown
"K09035","H00010","translocation"
"K13338","H00204",unknown
"K25004","H01649",unknown
"K06454","H02526",unknown
"K06643","H01513","amplification"
"K00497","H01603",unknown
"K04847","H00728",unknown
"K17343","H00527",unknown
"K08619","H02169",unknown
"K19559","H00557",unknown
"K04348","H02150",unknown
"K11798","H00480",unknown
"K00693","H01949",unknown
"K23829","H01492","polymorphism"
"K04437","H02230",unknown
